trackId,event,seq,startUs,startSec,ptsMs,durationMs,extra
2,moof,2,75461,0.075461,,,frames=971
2,mdat,2,75461,0.8126598639455781,,22546.57596371849,481
2,moof,2,75942,0.075942,,,frames=971
2,mdat,2,75942,0.8126598639455781,,22546.57596371849,478
2,moof,2,76420,0.07642,,,frames=971
2,mdat,2,76420,0.8126598639455781,,22546.57596371849,488
2,moof,2,76908,0.076908,,,frames=971
2,mdat,2,76908,0.8126598639455781,,22546.57596371849,465
2,moof,2,77373,0.077373,,,frames=971
2,mdat,2,77373,0.8126598639455781,,22546.57596371849,473
2,moof,2,77846,0.077846,,,frames=971
2,mdat,2,77846,0.8126598639455781,,22546.57596371849,485
2,moof,2,78331,0.078331,,,frames=971
2,mdat,2,78331,0.8126598639455781,,22546.57596371849,477
2,moof,2,78808,0.078808,,,frames=971
2,mdat,2,78808,0.8126598639455781,,22546.57596371849,473
2,moof,2,79281,0.079281,,,frames=971
2,mdat,2,79281,0.8126598639455781,,22546.57596371849,474
2,moof,2,79755,0.079755,,,frames=971
2,mdat,2,79755,0.8126598639455781,,22546.57596371849,477
2,moof,2,80232,0.080232,,,frames=971
2,mdat,2,80232,0.8126598639455781,,22546.57596371849,473
2,moof,2,80705,0.080705,,,frames=971
2,mdat,2,80705,0.8126598639455781,,22546.57596371849,476
2,moof,2,81181,0.081181,,,frames=971
2,mdat,2,81181,0.8126598639455781,,22546.57596371849,491
2,moof,2,81672,0.081672,,,frames=971
2,mdat,2,81672,0.8126598639455781,,22546.57596371849,486
2,moof,2,82158,0.082158,,,frames=971
2,mdat,2,82158,0.8126598639455781,,22546.57596371849,477
2,moof,2,82635,0.082635,,,frames=971
2,mdat,2,82635,0.8126598639455781,,22546.57596371849,474
2,moof,2,83109,0.083109,,,frames=971
2,mdat,2,83109,0.8126598639455781,,22546.57596371849,482
2,moof,2,83591,0.083591,,,frames=971
2,mdat,2,83591,0.8126598639455781,,22546.57596371849,482
2,moof,2,84073,0.084073,,,frames=971
2,mdat,2,84073,0.8126598639455781,,22546.57596371849,489
2,moof,2,84562,0.084562,,,frames=971
2,mdat,2,84562,0.8126598639455781,,22546.57596371849,488
2,moof,2,85050,0.08505,,,frames=971
2,mdat,2,85050,0.8126598639455781,,22546.57596371849,475
2,moof,2,85525,0.085525,,,frames=971
2,mdat,2,85525,0.8126598639455781,,22546.57596371849,478
